customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type_id,paperless_billing,payment_type_id,monthly_charges,total_charges,churn,contract_type,internet_service_type,payment_type
4693-VWVBO,Female,0,No,No,3,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,1,19.55,61.05,No,Month-to-month,None,Electronic check
4694-PHWFW,Female,0,No,Yes,8,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.95,170.9,No,Month-to-month,None,Mailed check
4712-UYOOI,Female,0,Yes,Yes,20,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,1,20.0,417.65,No,Month-to-month,None,Electronic check
4719-UMSIY,Male,0,No,Yes,6,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.65,100.9,No,Month-to-month,None,Mailed check
4732-RRJZC,Male,0,Yes,Yes,7,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.25,144.35,No,Month-to-month,None,Mailed check
4745-LSPLO,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.5,20.5,Yes,Month-to-month,None,Mailed check
4760-XOHVN,Female,0,Yes,Yes,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.45,19.45,Yes,Month-to-month,None,Mailed check
4770-QAZXN,Female,0,No,No,13,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,4,19.45,232.1,No,Month-to-month,None,Credit card (automatic)
4781-ZXYGU,Male,0,Yes,Yes,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,3,20.15,20.15,No,Month-to-month,None,Bank transfer (automatic)
4785-NKHCX,Male,1,No,No,5,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,20.05,94.15,No,Month-to-month,None,Bank transfer (automatic)
4786-UKSNZ,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.2,20.2,Yes,Month-to-month,None,Mailed check
4797-MIWUM,Male,0,Yes,Yes,7,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,3,20.25,174.7,No,Month-to-month,None,Bank transfer (automatic)
4800-VHZKI,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,19.9,19.9,Yes,Month-to-month,None,Mailed check
4801-KFYKL,Male,0,No,Yes,8,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,19.45,159.2,No,Month-to-month,None,Bank transfer (automatic)
4803-LBYPN,Male,0,Yes,Yes,34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.8,635.9,No,Month-to-month,None,Mailed check
4830-FAXFM,Male,0,No,Yes,19,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,4,24.1,439.2,No,Month-to-month,None,Credit card (automatic)
4860-YZGZM,Male,0,No,No,10,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,1,20.0,185.4,No,Month-to-month,None,Electronic check
4877-EVATK,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.0,20,Yes,Month-to-month,None,Mailed check
4881-GQJTW,Male,0,No,No,14,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,4,19.6,300.4,No,Month-to-month,None,Credit card (automatic)
4892-VLANZ,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.8,19.8,Yes,Month-to-month,None,Mailed check
4895-TMWIR,Male,1,Yes,No,11,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.95,214.75,Yes,Month-to-month,None,Mailed check
4897-QSUYC,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,20.15,20.15,Yes,Month-to-month,None,Mailed check
4903-UYAVB,Male,0,Yes,No,5,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.35,126.05,Yes,Month-to-month,None,Mailed check
4936-YPJNK,Female,0,No,No,10,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,19.9,199.45,No,Month-to-month,None,Mailed check
4946-EDSEW,Female,0,Yes,Yes,11,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,19.25,180.3,Yes,Month-to-month,None,Mailed check
4986-MXSFP,Female,0,No,No,2,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,20.0,40.9,No,Month-to-month,None,Mailed check
5018-HEKFO,Female,0,No,No,10,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,24.5,270.15,No,Month-to-month,None,Mailed check
5025-GOOKI,Female,0,No,No,20,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,4,18.9,347.65,No,Month-to-month,None,Credit card (automatic)
5028-HTLJB,Male,1,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.05,20.05,Yes,Month-to-month,None,Mailed check
5049-GLYVG,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.6,20.6,Yes,Month-to-month,None,Mailed check
5066-GFJMM,Female,0,Yes,No,3,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,19.9,45.75,No,Month-to-month,None,Mailed check
5067-DGXLL,Male,0,No,No,2,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.25,36.8,No,Month-to-month,None,Mailed check
5088-QZLRL,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,1,20.65,20.65,No,Month-to-month,None,Electronic check
5143-WMWOG,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,1,19.95,19.95,Yes,Month-to-month,None,Electronic check
5144-PQCDZ,Male,0,No,No,4,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,19.95,59.25,No,Month-to-month,None,Mailed check
5186-PEIZU,Female,0,No,No,35,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,19.25,617.65,No,Month-to-month,None,Bank transfer (automatic)
5222-JCXZT,Male,0,No,No,4,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.0,78.9,No,Month-to-month,None,Mailed check
5260-UMPWX,Female,0,Yes,Yes,26,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,4,20.25,493.95,No,Month-to-month,None,Credit card (automatic)
5345-BMKWB,Male,0,Yes,No,8,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.25,158.35,No,Month-to-month,None,Mailed check
5356-RHIPP,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,20.2,20.2,Yes,Month-to-month,None,Mailed check
5372-FBKBN,Female,0,No,Yes,21,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.75,452.2,No,Month-to-month,None,Mailed check
5384-ZTTWP,Female,0,Yes,Yes,15,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.8,272.95,No,Month-to-month,None,Mailed check
5396-IZEPB,Male,0,No,No,9,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,4,19.7,180.7,No,Month-to-month,None,Credit card (automatic)
5442-BXVND,Female,0,Yes,Yes,33,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,24.25,838.5,No,Month-to-month,None,Bank transfer (automatic)
5468-BPMMO,Male,0,Yes,No,46,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,1,19.6,851.2,No,Month-to-month,None,Electronic check
5510-BOIUJ,Male,0,No,Yes,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.25,19.25,Yes,Month-to-month,None,Mailed check
5515-IDEJJ,Male,0,Yes,Yes,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.9,19.9,Yes,Month-to-month,None,Mailed check
5537-UXXVS,Female,0,Yes,No,20,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,19.25,375.25,No,Month-to-month,None,Bank transfer (automatic)
5539-HIVAK,Female,1,Yes,No,28,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,25.7,734.6,No,Month-to-month,None,Mailed check
5546-BYZSM,Female,0,No,No,41,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,1,20.45,775.6,No,Month-to-month,None,Electronic check
5555-RNPGT,Male,0,No,Yes,10,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,4,24.8,223.9,No,Month-to-month,None,Credit card (automatic)
5562-YJQGT,Female,0,No,No,2,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,4,20.35,35.1,No,Month-to-month,None,Credit card (automatic)
5577-OTWWW,Female,0,No,No,15,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,19.75,297.3,Yes,Month-to-month,None,Bank transfer (automatic)
5616-PRTNT,Male,0,No,Yes,20,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,19.4,374.5,Yes,Month-to-month,None,Electronic check
5624-BQSSA,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.95,20.95,Yes,Month-to-month,None,Mailed check
5624-RYAMH,Female,0,No,No,9,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,19.5,178.85,No,Month-to-month,None,Electronic check
5687-DKDTV,Female,0,No,No,4,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.35,77.5,Yes,Month-to-month,None,Mailed check
5688-KZTSN,Male,0,Yes,Yes,15,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,20.0,288.05,Yes,Month-to-month,None,Electronic check
5701-SVCWR,Female,0,No,Yes,1,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,24.0,24,No,Month-to-month,None,Mailed check
5702-SKUOB,Female,0,Yes,No,4,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.6,93.45,No,Month-to-month,None,Mailed check
5712-VBOXD,Female,0,No,No,4,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,4,20.15,68.45,No,Month-to-month,None,Credit card (automatic)
5766-ZJYBB,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.4,19.4,Yes,Month-to-month,None,Mailed check
5774-XZTQC,Female,0,Yes,Yes,7,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.45,150.75,No,Month-to-month,None,Mailed check
5850-BDWCY,Female,0,No,No,6,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.2,123.65,No,Month-to-month,None,Mailed check
5863-OOKCL,Female,0,No,No,10,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,18.85,163.2,No,Month-to-month,None,Mailed check
5868-YTYKS,Male,0,No,Yes,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,20.25,20.25,No,Month-to-month,None,Mailed check
5906-BFOZT,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,19.5,19.5,No,Month-to-month,None,Mailed check
5917-HBSDW,Female,0,Yes,Yes,37,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,1,19.35,683.75,No,Month-to-month,None,Electronic check
5919-VCZYM,Male,0,No,No,2,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.05,42.7,No,Month-to-month,None,Mailed check
5955-EPOAZ,Female,0,No,No,6,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,20.95,109.5,No,Month-to-month,None,Mailed check
5996-DAOQL,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,20.45,20.45,No,Month-to-month,None,Mailed check
6016-LVTJQ,Female,0,Yes,Yes,34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.65,716.4,No,Month-to-month,None,Mailed check
6036-TTFYU,Female,0,Yes,No,16,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.6,314.45,No,Month-to-month,None,Mailed check
6040-CGACY,Female,0,No,No,15,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.6,299.4,No,Month-to-month,None,Mailed check
6082-GLJIX,Male,0,No,No,18,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.25,331.35,No,Month-to-month,None,Mailed check
6112-KTHFQ,Female,0,No,No,13,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,19.3,279.3,No,Month-to-month,None,Mailed check
6121-VZNQB,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,19.1,19.1,Yes,Month-to-month,None,Mailed check
6124-ACRHJ,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.75,19.75,No,Month-to-month,None,Mailed check
6131-IUNXN,Female,0,Yes,Yes,19,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.2,382.2,No,Month-to-month,None,Mailed check
6131-JLWZM,Female,0,No,No,13,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,20.3,275.4,No,Month-to-month,None,Mailed check
6141-OOXUQ,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.65,19.65,Yes,Month-to-month,None,Mailed check
6147-CBCRA,Female,0,Yes,No,33,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.05,669.45,No,Month-to-month,None,Mailed check
6164-HXUGH,Female,0,Yes,Yes,6,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.85,119.3,No,Month-to-month,None,Mailed check
6184-DYUOB,Female,0,Yes,No,3,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,19.6,55.25,No,Month-to-month,None,Mailed check
6231-WFGFH,Male,0,Yes,Yes,4,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,20.5,77.6,No,Month-to-month,None,Mailed check
6258-NGCNG,Male,0,No,No,7,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,23.5,173,No,Month-to-month,None,Mailed check
6278-FEPBZ,Female,0,No,No,9,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.25,186.15,No,Month-to-month,None,Mailed check
6286-SUUWT,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.95,19.95,No,Month-to-month,None,Mailed check
6286-ZHAOK,Female,0,Yes,Yes,20,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,3,25.55,507.4,No,Month-to-month,None,Bank transfer (automatic)
6319-QSUSR,Female,0,No,Yes,11,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,4,19.7,216.2,No,Month-to-month,None,Credit card (automatic)
6377-KSLXC,Male,0,No,No,5,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.95,107.05,No,Month-to-month,None,Mailed check
6380-ARCEH,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.2,20.2,No,Month-to-month,None,Mailed check
6394-HHHZM,Male,0,No,No,3,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.7,57.5,No,Month-to-month,None,Mailed check
6469-QJKZW,Female,0,Yes,No,4,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,1,20.15,91.4,No,Month-to-month,None,Electronic check
6476-EPYZR,Male,0,Yes,Yes,12,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.5,255.5,No,Month-to-month,None,Mailed check
6490-FGZAT,Male,0,No,No,6,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.65,109.3,No,Month-to-month,None,Mailed check
6506-EYCNH,Female,0,Yes,Yes,28,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,3,19.55,543.8,No,Month-to-month,None,Bank transfer (automatic)
6509-TSGWN,Female,0,Yes,Yes,37,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,26.45,911.6,No,Month-to-month,None,Mailed check
6549-YMFAW,Male,1,Yes,No,9,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,21.25,204.55,No,Month-to-month,None,Mailed check
6569-KTMDU,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.1,19.1,No,Month-to-month,None,Mailed check
6579-JPICP,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.4,20.4,No,Month-to-month,None,Mailed check
6615-ZGEDR,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.7,19.7,Yes,Month-to-month,None,Mailed check
6621-YOBKI,Male,0,No,No,5,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.35,92.75,No,Month-to-month,None,Mailed check
6648-INWPS,Male,0,Yes,Yes,16,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,1,20.15,341.35,No,Month-to-month,None,Electronic check
6654-QGBZZ,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.9,19.9,No,Month-to-month,None,Mailed check
6671-NGWON,Female,0,No,No,7,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.35,150.6,No,Month-to-month,None,Mailed check
6728-WYQBC,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,20.95,20.95,No,Month-to-month,None,Bank transfer (automatic)
6734-CKRSM,Female,0,No,No,3,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.0,63.6,No,Month-to-month,None,Mailed check
6770-XUAGN,Female,0,Yes,Yes,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,21.0,21,Yes,Month-to-month,None,Electronic check
6776-TLWOI,Male,0,No,No,3,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.85,64.55,Yes,Month-to-month,None,Mailed check
6806-YDEUL,Female,1,No,No,6,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,19.5,106.8,No,Month-to-month,None,Bank transfer (automatic)
6838-HVLXG,Female,0,No,No,12,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.3,246.7,No,Month-to-month,None,Mailed check
6849-WLEYG,Male,0,No,Yes,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.75,19.75,Yes,Month-to-month,None,Mailed check
6861-OKBCE,Female,0,No,Yes,11,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,4,20.1,221.35,Yes,Month-to-month,None,Credit card (automatic)
6878-GGDWG,Female,0,Yes,No,32,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,19.4,641.15,No,Month-to-month,None,Bank transfer (automatic)
6942-LBFDP,Female,0,No,No,2,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,20.55,33.6,No,Month-to-month,None,Mailed check
6972-SNKKW,Female,0,No,No,6,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.0,109.2,No,Month-to-month,None,Mailed check
6979-TNDEU,Female,0,No,No,8,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.2,156.85,No,Month-to-month,None,Mailed check
6982-UQZLY,Female,1,Yes,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,20.85,20.85,Yes,Month-to-month,None,Mailed check
7010-ZMVBF,Female,0,Yes,Yes,18,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.45,357,No,Month-to-month,None,Mailed check
7017-VFULY,Female,0,Yes,No,2,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,20.1,43.15,No,Month-to-month,None,Bank transfer (automatic)
7047-YXDMZ,Male,0,No,No,21,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.0,417.7,No,Month-to-month,None,Mailed check
7083-YNSKY,Female,0,No,No,15,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,4,25.4,399.6,Yes,Month-to-month,None,Credit card (automatic)
7094-MSZAO,Male,0,Yes,Yes,10,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,4,20.05,218.5,No,Month-to-month,None,Credit card (automatic)
7096-UCLNH,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.05,20.05,No,Month-to-month,None,Mailed check
7107-UBYKY,Female,0,Yes,Yes,35,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,25.75,882.55,No,Month-to-month,None,Electronic check
7140-ADSMJ,Male,0,No,No,8,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,4,20.45,162.3,No,Month-to-month,None,Credit card (automatic)
7168-HDQHG,Female,0,Yes,Yes,36,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,19.2,702.9,No,Month-to-month,None,Bank transfer (automatic)
7219-TLZHO,Female,0,Yes,Yes,4,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.85,62.9,No,Month-to-month,None,Mailed check
7234-KMNRQ,Male,0,No,No,4,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.0,73.45,No,Month-to-month,None,Mailed check
7239-HZZCX,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.75,19.75,Yes,Month-to-month,None,Mailed check
7243-LCGGZ,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.9,20.9,No,Month-to-month,None,Mailed check
7266-GSSJX,Male,0,Yes,Yes,11,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,20.45,250.8,No,Month-to-month,None,Electronic check
7291-CDTMJ,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,3,19.65,19.65,No,Month-to-month,None,Bank transfer (automatic)
7298-IZWLY,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,19.4,19.4,No,Month-to-month,None,Mailed check
7302-ZHMHP,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.15,19.15,No,Month-to-month,None,Mailed check
7310-EGVHZ,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,20.2,20.2,No,Month-to-month,None,Bank transfer (automatic)
7343-EOBEU,Male,0,Yes,No,3,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,23.6,89.05,No,Month-to-month,None,Mailed check
7407-SUJIZ,Male,0,No,No,25,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.6,541.5,No,Month-to-month,None,Mailed check
7434-SHXLS,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.9,20.9,Yes,Month-to-month,None,Mailed check
7521-YXVZY,Male,0,No,Yes,3,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.95,58.3,No,Month-to-month,None,Mailed check
7526-IVLYU,Male,0,No,No,3,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,19.65,68.35,No,Month-to-month,None,Mailed check
7531-GQHME,Male,0,No,No,12,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,4,20.05,265.45,No,Month-to-month,None,Credit card (automatic)
7542-CYDDM,Male,0,No,No,18,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.05,358.5,No,Month-to-month,None,Mailed check
7551-JOHTI,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.5,19.5,Yes,Month-to-month,None,Mailed check
7601-WFVZV,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.55,19.55,No,Month-to-month,None,Mailed check
7610-TVOPG,Male,0,No,No,15,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,26.35,378.6,No,Month-to-month,None,Electronic check
7617-EYGLW,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,1,19.45,19.45,No,Month-to-month,None,Electronic check
7623-HKYRK,Male,0,No,Yes,6,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.7,111.65,No,Month-to-month,None,Mailed check
